Champs Local Code,C Name,C Pref Name,C Code
CH01364,Positive for Escherichia coli carrying the aatA virulence gene,Positive for Escherichia coli carrying the aatA virulence gene,CH01364
CH01365,Negative for Escherichia coli carrying the aatA virulence gene,Negative for Escherichia coli carrying the aatA virulence gene,CH01365
CH01366,Indeterminate for Escherichia coli carrying the aatA virulence gene,Indeterminate for Escherichia coli carrying the aatA virulence gene,CH01366
CH01367,Positive for Escherichia coli carrying the bfpA virulence gene,Positive for Escherichia coli carrying the bfpA virulence gene,CH01367
CH01368,Negative for Escherichia coli carrying the bfpA virulence gene,Negative for Escherichia coli carrying the bfpA virulence gene,CH01368
CH01369,Indeterminate for Escherichia coli carrying the bfpA virulence gene,Indeterminate for Escherichia coli carrying the bfpA virulence gene,CH01369
CH01370,Positive for Escherichia coli carrying the eae virulence gene,Positive for Escherichia coli carrying the eae virulence gene,CH01370
CH01371,Negative for Escherichia coli carrying the eae virulence gene,Negative for Escherichia coli carrying the eae virulence gene,CH01371
CH01372,Indeterminate for Escherichia coli carrying the eae virulence gene,Indeterminate for Escherichia coli carrying the eae virulence gene,CH01372
CH01373,Positive for Escherichia coli carrying the heat-labile entertoxin gene,Positive for Escherichia coli carrying the heat-labile entertoxin gene,CH01373
CH01374,Negative for Escherichia coli carrying the heat-labile entertoxin gene,Negative for Escherichia coli carrying the heat-labile entertoxin gene,CH01374
CH01375,Indeterminate for Escherichia coli carrying the heat-labile entertoxin gene,Indeterminate for Escherichia coli carrying the heat-labile entertoxin gene,CH01375
CH01376,Positive for Escherichia coli carrying the heat-stable enterotoxin gene,Positive for Escherichia coli carrying the heat-stable enterotoxin gene,CH01376
CH01377,Negative for Escherichia coli carrying the heat-stable enterotoxin gene,Negative for Escherichia coli carrying the heat-stable enterotoxin gene,CH01377
CH01378,Indeterminate for Escherichia coli carrying the heat-stable enterotoxin gene,Indeterminate for Escherichia coli carrying the heat-stable enterotoxin gene,CH01378
CH01379,Positive for Escherichia coli/Shigella spp. Carrying the ipaH virulence gene,Positive for Escherichia coli/Shigella spp. Carrying the ipaH virulence gene,CH01379
CH01380,Indeterminate for Escherichia coli/Shigella spp. Carrying the ipaH virulence gene,Indeterminate for Escherichia coli/Shigella spp. Carrying the ipaH virulence gene,CH01380
CH01381,Negative for Escherichia coli/Shigella spp. Carrying the ipaH virulence gene,Negative for Escherichia coli/Shigella spp. Carrying the ipaH virulence gene,CH01381
CH01382,Placenta,Placenta,CH01382
CH01383,Cord,Cord,CH01383
CH01384,Document - Immunization Card,Vaccination Card,CH01384
CH01385,Document - Growth Chart,Growth Chart,CH01385
CH01386,Document - Other,Other Document,CH01386
CH01387,Incomplete Data,Incomplete Data,CH01387
CH01388,Inconclusive Data,Inconclusive Data,CH01388
CH01389,Maternal clinical data,Maternal clinical data,CH01389
CH01390,Case clinical data - including antemortem diagnostic data,Case clinical data - including antemortem diagnostic data,CH01390
CH01391,Case postmortem microbiology/culture,Case postmortem microbiology/culture,CH01391
CH01392,Case postmortem molecular diagnostics (TAC),Case postmortem molecular diagnostics (TAC),CH01392
CH01393,Case postmortem HIV testing,Case postmortem HIV testing,CH01393
CH01394,Case postmortem TB testing,Case postmortem TB testing,CH01394
CH01395,Case postmortem malaria testing,Case postmortem malaria testing,CH01395
CH01396,Verbal autopsy narrative,Verbal autopsy narrative,CH01396
CH01397,Verbal autopsy list of symptoms/conditions,Verbal autopsy list of symptoms/conditions,CH01397
CH01398,MITS photography,MITS photography,CH01398
CH01399,MITS measurements,MITS measurements,CH01399
CH01400,Pathology- local final report,Pathology- local final report,CH01400
CH01401,Pathology- CPL diagnosis,Pathology- CPL diagnosis,CH01401
CH01402,Pathology- CPL immunohistochemistry,Pathology- CPL immunohistochemistry,CH01402
CH01403,Pathology- CPL PCR,Pathology- CPL PCR,CH01403
CH01404,Death in the first 24 hours,Death in the first 24 hours,CH01404
CH01405,Early Neonate (1 to 6 days),Early Neonate (1 to 6 days),CH01405
CH01406,Late Neonate (7 to 27 days),Late Neonate (7 to 27 days),CH01406
CH01407,Acinetobacter spp.,Acinetobacter spp.,CH01407
CH01408,Actinobacillus spp.,Actinobacillus spp.,CH01408
CH01409,Clostridium difficile,Clostridium difficile,CH01409
CH01410,Other Etiology/Agent,Other Etiology/Agent,CH01410
CH01411,Polymicrobial,Polymicrobial,CH01411
CH01412,Shigella,Shigella,CH01412
CH01413,Invalid Result,Invalid Result,CH01413
CH01414,Death in the first 24 hours of life,Death in the first 24 hours of life,CH01414
CH01415,1 to 6 days old,1 to 6 days old,CH01415
CH01416,7 to 27 days old,7 to 27 days old,CH01416
CH01417,28 days old to less than 12 months old,28 days old to less than 12 months old,CH01417
CH01418,12 months old to less than 60 months old,12 months old to less than 60 months old,CH01418
CH01419,60 months old or older,60 months old or older,CH01419
CH01420,Outside of catchment area,Outside of catchment area,CH01420
CH01421,Does not meet age requirement,Does not meet age requirement,CH01421
CH01422,Death occurred prior to CHAMPS mortality surveillance initiation,Death occurred prior to CHAMPS mortality surveillance initiation,CH01422
CH01423,Other reason not eligible,Other reason not eligible,CH01423
CH01424,Religious leader,Religious leader,CH01424
CH01425,Potentially eligible: Delaying eligibility screening,Potentially eligible: Delaying eligibility screening,CH01425
CH01426,Potentially eligible: Not approaching for eligibility screening,Potentially eligible: Not approaching for eligibility screening,CH01426
CH01427,Cemetery personnel,Cemetery personnel,CH01427
CH01428,Community health worker,Community health worker,CH01428
CH01429,Traditional healer,Traditional healer,CH01429
CH01430,Normal Weight-for-Age,Normal Weight-for-Age (WAZ >= -2 SD),CH01430
CH01431,Moderate Underweight,Moderate Underweight (-3 SD <= WAZ < -2 SD),CH01431
CH01432,Severe Underweight,Severe Underweight (WAZ < -3 SD),CH01432
CH01433,Normal Weight-for-Length,Normal Weight-for-Length,CH01433
CH01434,Moderate Wasting,Moderate Wasting (-3 SD <= WHZ < -2 SD),CH01434
CH01435,Severe Wasting,Severe Wasting (WHZ < -3 SD),CH01435
CH01436,Normal Height-for-Age,Normal Height-for-Age (HAZ >= -2 SD),CH01436
CH01437,Moderate Stunting,Moderate Stunting (-3 SD <= HAZ < -2 SD),CH01437
CH01438,Severe Stunting,Severe Stunting (HAZ < -3 SD),CH01438
CH01439,Immediate Cause of Death,Immediate Cause of Death,CH01439
CH01440,Morbid Condition 01,Morbid Condition 01,CH01440
CH01441,Morbid Condition 02,Morbid Condition 02,CH01441
CH01442,Morbid Condition 03,Morbid Condition 03,CH01442
CH01443,Morbid Condition 04,Morbid Condition 04,CH01443
CH01444,Morbid Condition 05,Morbid Condition 05,CH01444
CH01445,Morbid Condition 06,Morbid Condition 06,CH01445
CH01446,Morbid Condition 07,Morbid Condition 07,CH01446
CH01447,Morbid Condition 08,Morbid Condition 08,CH01447
CH01448,Underlying Cause or Factor,Underlying Cause or Factor,CH01448
CH01449,Main Maternal Disease or Condition,Main Maternal Disease or Condition,CH01449
CH01450,Other Maternal Condition 01,Other Maternal Condition 01,CH01450
CH01451,Other Maternal Condition 02,Other Maternal Condition 02,CH01451
CH01452,Other Maternal Condition 03,Other Maternal Condition 03,CH01452
CH01453,Other Maternal Condition 04,Other Maternal Condition 04,CH01453
CH01454,Other Significant Condition 01,Other Significant Condition 01,CH01454
CH01455,Other Significant Condition 02,Other Significant Condition 02,CH01455
CH01456,Other Significant Condition 03,Other Significant Condition 03,CH01456
CH01457,Other Significant Condition 04,Other Significant Condition 04,CH01457
CH01458,Other Significant Condition 05,Other Significant Condition 05,CH01458
CH01459,Other Significant Condition 06,Other Significant Condition 06,CH01459
CH01460,Other Significant Condition 07,Other Significant Condition 07,CH01460
CH01461,Other Significant Condition 08,Other Significant Condition 08,CH01461
CH01462,Other Significant Condition 09,Other Significant Condition 09,CH01462
CH01463,Other Significant Condition 10,Other Significant Condition 10,CH01463
CH01464,ASACODJIP,ASACODJIP,CH01464
CH01465,ASACODJENEKA,ASACODJENEKA,CH01465
CH01466,Infirmerie Camp Para,Infirmerie Camp Para,CH01466
CH01467,CSREF 4,CSREF 4,CH01467
CH01468,Centre El razi,Centre El razi,CH01468
CH01469,Clinic Lac Tele,Clinic Lac Tele,CH01469
CH01470,Clinic Source de vie,Clinic Source de vie,CH01470
CH01471,Clinic Mozar,Clinic Mozar,CH01471
CH01472,Cabinet Medical RELIEF,Cabinet Medical RELIEF,CH01472
CH01473,Cabinet Medical DIASAN et Missa,Cabinet Medical DIASAN et Missa,CH01473
CH01474,Cabinet Medical Major Doumbia,Cabinet Medical Major Doumbia,CH01474
CH01475,Major DIALLO,Major DIALLO,CH01475
CH01476,ASACOBA,ASACOBA,CH01476
CH01477,ASACODJAN,ASACODJAN,CH01477
CH01478,Centre de sante CHERIFLA,Centre de sante CHERIFLA,CH01478
CH01479,Centre de sante Sadhia,Centre de sante Sadhia,CH01479
CH01480,CSREF 1,CSREF 1,CH01480
CH01481,Cabinet Medical Yattara,Cabinet Medical Yattara,CH01481
CH01482,Cabinet Medical Luxembourg,Cabinet Medical Luxembourg,CH01482
CH01483,Cabinet Medical Touba,Cabinet Medical Touba,CH01483
CH01484,Cabinet Medical Teriya,Cabinet Medical Teriya,CH01484
CH01485,Cabinet Medical Kassoum Tienou,Cabinet Medical Kassoum Tienou,CH01485
CH01486,Cabinet Medical Toguna,Cabinet Medical Toguna,CH01486
CH01487,Cabinet Medical Djiguiya soba,Cabinet Medical Djiguiya soba,CH01487
CH01488,Cabinet Medical Chouala,Cabinet Medical Chouala,CH01488
CH01489,Cabinet Medical Batata,Cabinet Medical Batata,CH01489
CH01490,Cabinet Medical Espoir,Cabinet Medical Espoir,CH01490
CH01491,Cabinet Medical Mere-enfant,Cabinet Medical Mere-enfant,CH01491
CH01492,Hospital Gabriel Toure,Hospital Gabriel Toure,CH01492
CH01493,Bambara,Bambara,CH01493
CH01494,Malinke,Malinke,CH01494
CH01495,Sonike,Sonike,CH01495
CH01496,Peuhl,Peuhl,CH01496
CH01497,Bobo,Bobo,CH01497
CH01498,Senoufo,Senoufo,CH01498
CH01499,Minianka,Minianka,CH01499
CH01500,Bozo,Bozo,CH01500
CH01501,Somono,Somono,CH01501
CH01502,Dogon,Dogon,CH01502
CH01503,Sonrhai,Sonrhai,CH01503
CH01504,Maure,Maure,CH01504
CH01505,Tamachek,Tamachek,CH01505
CH01506,Samoko,Samoko,CH01506
CH01507,Dafing,Dafing,CH01507
CH01508,Pending,Pending,CH01508
CH01509,Abandoned,Abandoned,CH01509
CH01510,Withdrawn,Withdrawn,CH01510
CH01511,Complete,Complete,CH01511
CH01512,TAC SVP (Site Validation Period),TAC SVP,CH01512
CH01513,Rajbari District Hospital,Rajbari District Hospital,CH01513
CH01514,Other District Hospital,Other District Hospital,CH01514
CH01515,Diabetic Association Medical College Hospital,Diabetic Association Medical College Hospital,CH01515
CH01516,Dr. Zahed Memorial pediatric hospital,Dr. Zahed Memorial pediatric hospital,CH01516
CH01517,Faridpur General Hospital,Faridpur General Hospital,CH01517
CH01518,Faridpur Medical College Hospital,Faridpur Medical College Hospital,CH01518
CH01519,Other General Hospital,Other General Hospital,CH01519
CH01520,Other Medical College Hospital,Other Medical College Hospital,CH01520
CH01521,Other Private medical College Hospital,Other Private medical College Hospital,CH01521
CH01522,Other Specialized Hospital,Other Specialized Hospital,CH01522
CH01523,Private clinic/Hospital,Private clinic/Hospital,CH01523
CH01524,Baliakandi Upazila Health Complex,Baliakandi Upazila Health Complex,CH01524
CH01525,H&FWC/FWC,H&FWC/FWC,CH01525
CH01526,Other Maternal and Child Welfare Centre,Other Maternal and Child Welfare Centre,CH01526
CH01527,Other Upazila Health Complex,Other Upazila Health Complex,CH01527
CH01528,Rajbari Maternal and Child Welfare Centre,Rajbari Maternal and Child Welfare Centre,CH01528
CH01529,Community clinic,Community clinic,CH01529
CH01530,NGO satellite clinic,NGO satellite clinic,CH01530
CH01531,NGO static clinic,NGO static clinic,CH01531
CH01532,Satellite clinic/EPI centre,Satellite clinic/EPI centre,CH01532
CH01533,Healthcare - Other,Healthcare - Other,CH01533
CH01534,Pharmacy,Pharmacy,CH01534
CH01535,Traditional doctor,Traditional doctor,CH01535
CH01536,Qualified doctor's Chamber,Qualified doctor's Chamber,CH01536
CH01537,BSMMU,BSMMU,CH01537
CH01538,icddrb,icddrb,CH01538
CH01539,Laboratory - Other,Laboratory - Other,CH01539
CH01541,Luo,Luo,CH01541
CH01542,Luhya,Luhya,CH01542
CH01543,Kisii,Kisii,CH01543
CH01544,Kikuyu,Kikuyu,CH01544
CH01545,Kuria,Kuria,CH01545
CH01546,Kamba,Kamba,CH01546
CH01547,Kalenjin,Kalenjin,CH01547
CH01548,Maasai,Maasai,CH01548
CH01549,Turkana,Turkana,CH01549
CH01550,Mijikenda,Mijikenda,CH01550
CH01551,Samburu,Samburu,CH01551
CH01552,Meru,Meru,CH01552
CH01553,Multi_card TAQ_Stack,Multi_card TAQ_Stack,CH01553
CH01554,toxigenic C. difficile with the toxin A gene tcdA; non-toxigenic C. difficile insertion sequence also detected,toxigenic C. difficile with the toxin A gene tcdA; non-toxigenic C. difficile insertion sequence also detected,CH01554
CH01555,toxigenic C. difficile with the toxin A gene tcdA and the toxin B gene tcdB; non-toxigenic C. difficile insertion sequence also detected,toxigenic C. difficile with the toxin A gene tcdA and the toxin B gene tcdB; non-toxigenic C. difficile insertion sequence also detected,CH01555
CH01556,toxigenic C. difficile with the toxin B gene tcdB; non-toxigenic C. difficile insertion sequence also detected,toxigenic C. difficile with the toxin B gene tcdB; non-toxigenic C. difficile insertion sequence also detected,CH01556
CH01557,Child TAC,Child TAC,CH01557
CH01558,Makeni Government Hospital,Makeni Government Hospital,CH01558
CH01559,Magbeneth Community Hospital,Magbeneth Community Hospital,CH01559
CH01560,Holy Spirit Hospital,Holy Spirit Hospital,CH01560
CH01561,Garden Clinic,Garden Clinic,CH01561
CH01562,Arab Clinic,Arab Clinic,CH01562
CH01563,Modern Clinic,Modern Clinic,CH01563
CH01564,Gladice Koroma Clinic,Gladice Koroma Clinic,CH01564
CH01565,Rescue International,Rescue International,CH01565
CH01566,Loreto Clinic,Loreto Clinic,CH01566
CH01567,Police Barracks,Police Barracks,CH01567
CH01568,Red Cross,Red Cross,CH01568
CH01569,Mabolleh,Mabolleh,CH01569
CH01570,Masorie,Masorie,CH01570
CH01571,Robat,Robat,CH01571
CH01572,Manonkoh,Manonkoh,CH01572
CH01573,Makump Bana,Makump Bana,CH01573
CH01574,Rokunta,Rokunta,CH01574
CH01575,Pate Bana,Pate Bana,CH01575
CH01576,Teko Baracks,Teko Baracks,CH01576
CH01577,Makama,Makama,CH01577
CH01578,Maforay,Maforay,CH01578
CH01579,Stoko clinic,Stoko clinic,CH01579
CH01580,Konsho,Konsho,CH01580
CH01581,Yoni,Yoni,CH01581
CH01582,Pamlap,Pamlap,CH01582
CH01583,Masongbo,Masongbo,CH01583
CH01584,Makarie,Makarie,CH01584
CH01585,Mangay Loko,Mangay Loko,CH01585
CH01586,Puntung,Puntung,CH01586
CH01587,Mabayo,Mabayo,CH01587
CH01588,Kolisoko,Kolisoko,CH01588
CH01589,Fullah Town,Fullah Town,CH01589
CH01590,Yenkasa,Yenkasa,CH01590
CH01591,Masuba Clinic,Masuba Clinic,CH01591
CH01592,Magbaikoli,Magbaikoli,CH01592
CH01593,Mateneh,Mateneh,CH01593
CH01594,Karefay Loko,Karefay Loko,CH01594
CH01595,Mapaki,Mapaki,CH01595
CH01596,Kathatha,Kathatha,CH01596
CH01597,Masingbi,Masingbi,CH01597
CH01598,Kathekeya Bole,Kathekeya Bole,CH01598
CH01599,Makolor,Makolor,CH01599
CH01600,Makeni Lol,Makeni Lol,CH01600
CH01601,Masabong Pill,Masabong Pill,CH01601
CH01602,Binkolo,Binkolo,CH01602
CH01603,Masongbo Limba,Masongbo Limba,CH01603
CH01604,Kargbo,Kargbo,CH01604
CH01605,Kayasi,Kayasi,CH01605
CH01606,Maseleh,Maseleh,CH01606
CH01607,Kabombeh,Kabombeh,CH01607
CH01608,Kapethe,Kapethe,CH01608
CH01609,Themne,Themne,CH01609
CH01610,Mende,Mende,CH01610
CH01611,Limba,Limba,CH01611
CH01612,Kono,Kono,CH01612
CH01613,Creole,Creole,CH01613
CH01614,Mandingo,Mandingo,CH01614
CH01615,Loko,Loko,CH01615
CH01616,Fullah,Fullah,CH01616
CH01617,Susu,Susu,CH01617
CH01618,Kurankoh,Kurankoh,CH01618
CH01619,Yalunka,Yalunka,CH01619
CH01620,Sherbro,Sherbro,CH01620
CH01621,Blood Culture,Blood Culture,CH01621
CH01622,Gram Stain from Blood,Gram Stain (Blood),CH01622
CH01623,Sub-culture from Blood,Sub-culture (Blood),CH01623
CH01624,CSF Culture,CSF Culture,CH01624
CH01625,Gram Stain from CSF,Gram Stain (CSF),CH01625
CH01626,Sub-Culture from CSF,Sub-culture (CSF),CH01626
CH01627,Polymorphonuclear cells present,Polymorphonuclear cells present,CH01627
CH01628,Polymorphonuclear cells not present,Polymorphonuclear cells not present,CH01628
CH01629,Ap Line Dispensary,Ap Line Dispensary,CH01629
CH01630,Helsamy Medical Clinic,Helsamy Medical Clinic,CH01630
CH01631,Jalaram Nursing Home,Jalaram Nursing Home,CH01631
CH01632,Jootrh,Jootrh,CH01632
CH01633,Kisumu County Hospital,Kisumu County Hospital,CH01633
CH01634,Kisumu Police Lines Dispensary,Kisumu Police Lines Dispensary,CH01634
CH01635,Kuoyo Health Center,Kuoyo Health Center,CH01635
CH01636,Lumumba Sub County Hospital,Lumumba Sub County Hospital,CH01636
CH01637,Manyatta Community Medical Clinic,Manyatta Community Medical Clinic,CH01637
CH01638,Marie Stopes Nursing Home (Kisumu),Marie Stopes Nursing Home (Kisumu),CH01638
CH01639,Migosi Sub County Hospital,Migosi Sub County Hospital,CH01639
CH01640,Mtc Clinic (Kisumu),Mtc Clinic (Kisumu),CH01640
CH01641,New Spring Medical Care,New Spring Medical Care,CH01641
CH01642,Nightingale Medical Centre,Nightingale Medical Centre,CH01642
CH01643,Nyalenda Health Centre,Nyalenda Health Centre,CH01643
CH01644,Olps Clinic,Olps Clinic,CH01644
CH01645,St Jude's Clinic,St Jude's Clinic,CH01645
